MSSubClass,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrArea,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,FireplaceQu,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold
60,0,10900,0,6,7,1977,1977,3,3,153,0,0,378,311,689,689,703,1392,3,6,0,1977,299,0,36,3,2010
20,72,10011,11,5,6,1957,1996,3,3,64,0,4,360,710,1070,1236,0,1236,2,6,3,1957,447,0,0,5,2006
20,65,8450,0,7,5,2004,2004,0,0,266,2,0,946,490,1436,1436,0,1436,3,8,0,2004,484,139,98,4,2008
70,57,9906,7,4,4,1925,1950,1,1,0,0,2,0,686,686,810,518,1328,3,8,0,1940,210,0,172,9,2006
50,0,15660,2,7,9,1939,2006,0,0,312,0,4,341,457,798,1137,817,1954,3,8,1,1939,431,0,119,5,2008
120,43,3010,21,7,5,2005,2006,0,0,16,3,0,16,1232,1248,1248,0,1248,2,5,0,2005,438,108,0,3,2006
20,73,8990,0,7,5,2006,2006,0,0,0,2,2,0,1498,1498,1498,0,1498,2,5,0,2006,675,351,33,4,2006
60,0,8068,17,6,5,2002,2002,0,0,0,0,2,0,1010,1010,1010,1257,2267,4,8,1,2002,390,120,46,12,2009
60,85,11475,6,6,6,1975,1975,0,0,0,0,1,550,163,713,811,741,1552,3,6,1,1975,434,209,208,2,2006
20,70,10500,11,4,6,1971,1971,3,3,0,0,1,524,160,864,864,0,864,2,4,0,1989,576,216,0,3,2009
20,103,13472,10,10,5,2003,2003,0,0,922,1,0,56,2336,2392,2392,0,2392,3,8,4,2003,968,248,105,6,2009
160,21,1680,22,5,5,1971,1971,3,3,142,0,2,0,630,630,630,672,1302,3,6,0,1991,280,0,0,5,2009
60,82,9950,3,7,5,1995,1995,0,0,290,0,0,565,638,1203,1214,1306,2520,4,9,1,1995,721,224,114,6,2007
160,21,1869,22,6,6,1970,1970,3,3,127,0,3,321,162,483,483,504,987,2,5,0,1987,280,0,0,9,2008
20,70,8521,9,5,5,1967,1967,3,3,0,0,1,842,70,912,912,0,912,3,5,3,1974,336,0,0,5,2010
120,43,3182,21,7,5,2005,2006,0,0,16,3,0,16,1357,1373,1555,0,1555,2,7,1,2005,430,143,20,5,2009
20,73,8760,11,6,6,1959,1959,1,1,220,0,2,0,1194,1194,1194,0,1194,3,6,0,1959,312,0,0,4,2010
60,174,15138,3,8,5,1995,1996,0,0,506,0,0,689,773,1462,1490,1304,2794,4,9,1,1995,810,0,146,7,2009
160,21,1680,22,6,5,1972,1972,3,3,297,0,2,0,483,483,483,504,987,2,5,5,1972,288,0,0,6,2006
20,75,10650,0,5,6,1976,1976,3,3,0,3,6,182,0,894,894,0,894,3,5,0,1976,308,365,0,2,2010
60,0,7851,17,6,5,2002,2002,0,0,0,0,0,625,235,860,860,1100,1960,4,8,1,2002,440,288,48,5,2010
160,21,1680,22,6,3,1971,1971,3,3,604,0,1,358,125,483,483,504,987,2,5,0,1971,264,0,0,8,2008
20,65,8773,0,7,5,2004,2004,0,0,98,3,0,24,1390,1414,1414,0,1414,3,6,0,2004,494,132,105,5,2010
60,0,9453,12,7,7,1993,2003,3,3,0,0,4,402,594,996,1014,730,1744,3,7,0,1993,457,370,70,2,2010
20,93,12030,10,8,5,2007,2007,0,0,254,0,2,0,1694,1694,1694,0,1694,3,7,0,2007,818,168,228,12,2007
50,52,8741,15,6,4,1945,1950,0,0,0,0,6,94,641,735,798,689,1487,3,7,2,1949,220,0,140,4,2010
20,75,9000,5,8,5,2008,2008,0,0,36,3,0,1078,488,1566,1566,0,1566,3,7,0,2008,750,144,168,4,2010
30,40,3880,7,5,9,1945,1997,0,0,0,0,1,329,357,686,866,0,866,2,4,0,0,0,58,42,8,2007
50,63,5000,7,5,4,1900,1950,2,5,0,0,2,0,540,540,889,551,1440,3,6,0,1940,352,0,0,4,2006
160,75,10762,12,6,6,1980,1980,7,4,0,0,2,0,626,626,626,591,1217,3,6,1,1980,288,0,28,4,2009
60,0,8880,12,7,5,1994,2002,0,0,0,0,0,695,253,948,1222,888,2110,3,8,3,1994,463,0,130,5,2010
20,80,10400,6,7,5,1988,1988,2,5,102,3,0,929,916,1845,1872,0,1872,3,6,1,1988,604,197,39,6,2006
190,69,9142,7,6,8,1910,1950,8,9,0,0,2,0,1020,1020,908,1020,1928,4,9,0,1910,440,0,60,4,2006
20,75,11310,11,6,5,1954,1954,2,7,0,0,2,0,1367,1367,1375,0,1375,2,5,1,1954,451,0,30,6,2006
60,72,11317,0,7,5,2003,2003,0,0,101,0,2,0,840,840,840,828,1668,3,8,0,2003,500,144,68,9,2007
50,0,159000,19,6,7,1958,2006,2,3,472,1,3,697,747,1444,1444,700,2144,4,7,1,1958,389,0,98,6,2007
30,55,5350,8,3,2,1940,1966,2,4,0,0,2,0,728,728,1306,0,1306,3,6,0,0,0,263,0,5,2010
120,44,4750,2,8,5,2006,2007,0,0,481,1,0,1573,0,1573,1625,0,1625,2,5,2,2006,538,123,0,12,2007
60,65,8366,12,6,5,2004,2004,0,0,0,0,2,0,798,798,798,842,1640,3,6,0,2004,520,138,45,12,2008
80,85,9350,11,6,7,1964,1991,3,3,108,1,6,270,452,1302,1302,0,1302,3,7,0,1964,309,333,0,10,2007
20,70,8400,11,5,6,1957,1957,1,1,0,0,3,922,392,1314,1314,0,1314,3,5,0,1957,294,250,0,6,2010
60,66,8738,17,7,5,1999,1999,0,0,302,0,2,0,975,975,1005,1286,2291,4,8,1,1999,429,192,0,2,2006
60,64,8791,5,6,5,2003,2003,0,0,0,0,3,503,361,864,864,864,1728,3,7,0,2003,673,216,56,5,2008
20,68,8814,0,7,5,2006,2006,0,0,180,0,0,1334,270,1604,1604,0,1604,3,8,2,2006,660,123,110,3,2009
60,80,12435,0,7,5,2001,2001,0,0,172,0,0,361,602,963,963,829,1792,3,7,1,2001,564,0,96,5,2008
20,70,12702,7,5,5,1956,1956,4,7,0,4,5,0,0,0,882,0,882,2,4,0,1956,308,0,45,12,2008
80,120,19296,11,6,5,1962,1962,2,5,399,1,3,672,0,1362,1382,0,1382,3,6,1,1991,884,0,0,5,2009
60,69,9588,0,8,5,2007,2007,6,6,270,0,2,0,1482,1482,1482,1092,2574,3,10,2,2007,868,0,148,11,2007
80,88,8471,9,6,7,1977,1995,3,4,46,3,1,506,0,506,1212,0,1212,3,6,1,1978,492,292,12,7,2006
50,50,5500,7,5,7,1929,2001,2,5,0,0,6,234,0,926,926,0,1316,3,6,0,1974,484,0,0,4,2010
30,30,5232,7,5,5,1925,2004,2,5,0,0,2,0,680,680,764,0,764,2,4,0,1965,504,0,0,6,2008
20,78,12090,6,6,6,1981,1981,1,1,210,0,0,588,606,1422,1422,0,1422,3,7,1,1981,576,276,0,6,2008
60,70,11207,17,6,5,1997,1997,0,0,0,3,0,714,88,802,802,709,1511,3,8,1,1997,413,95,75,6,2006
75,60,8400,23,5,8,1939,1997,2,5,0,0,6,378,342,720,1052,720,2192,4,8,2,1939,240,262,24,7,2008
30,71,6900,13,5,6,1940,1955,0,0,0,0,1,403,212,740,778,0,778,2,4,2,1966,924,0,25,2,2008
20,0,7917,15,6,7,1976,1976,3,3,174,0,4,751,392,1143,1113,0,1113,3,6,3,1987,504,370,30,5,2007
60,84,10728,5,8,5,2006,2006,0,0,0,2,2,0,1095,1095,1095,844,1939,3,8,2,2006,1053,192,51,8,2006
20,73,39104,19,7,7,1954,2005,7,4,0,1,6,226,96,1385,1363,0,1363,2,5,1,1954,439,81,0,4,2008
60,92,11764,3,8,7,1999,2007,0,0,348,0,0,524,628,1152,1164,1106,2270,4,9,2,1999,671,132,57,4,2010
20,80,9600,11,6,6,1958,1988,2,5,183,0,3,620,0,1240,1632,0,1632,3,6,2,1958,338,289,0,4,2009
20,76,8314,4,5,7,1982,1982,3,11,0,1,1,546,270,816,816,0,816,2,5,0,1982,264,168,0,6,2007
50,55,7264,8,7,7,1925,2007,2,5,0,0,2,0,952,952,952,596,1548,3,5,0,1978,672,74,0,10,2009
20,129,9196,4,7,5,2003,2003,0,0,0,0,2,0,1560,1560,1560,0,1560,3,7,0,2003,573,100,150,4,2010
20,140,19138,17,4,5,1951,1951,0,0,0,0,6,120,744,864,864,0,864,2,4,0,1951,400,0,0,6,2010
20,107,14450,10,9,5,2006,2007,6,6,315,1,2,0,2121,2121,2121,0,2121,3,8,4,2007,732,124,98,5,2007
60,83,10005,19,7,5,1977,1977,7,4,299,0,4,392,768,1160,1156,866,2022,4,8,1,1977,505,288,117,3,2008
60,82,11287,12,7,6,1989,1989,7,4,340,3,0,421,386,807,1175,807,1982,3,7,1,1989,575,0,84,1,2007
20,60,7200,5,6,5,2006,2006,0,0,68,0,0,905,357,1262,1262,0,1262,2,5,0,2006,572,0,120,5,2006
120,34,5063,10,7,5,2007,2008,0,0,166,0,0,904,410,1314,1314,0,1314,2,6,2,2008,626,172,62,4,2009
20,74,9612,5,8,5,2008,2009,0,0,72,0,2,0,1468,1468,1468,0,1468,3,6,2,2008,898,210,150,12,2009
120,50,8012,12,6,5,1992,1992,7,11,0,0,0,430,1145,1575,1575,0,1575,2,5,0,1992,529,0,0,7,2007
160,35,4251,5,7,5,2006,2007,1,1,0,0,2,0,625,625,625,625,1250,2,5,0,2006,528,0,54,6,2007
50,77,9786,11,6,7,1962,1981,2,5,0,0,3,600,312,912,1085,649,1734,3,7,2,1962,440,0,0,6,2006
20,0,8125,11,4,4,1971,1971,3,3,0,0,4,614,244,858,858,0,858,3,5,0,0,0,0,0,6,2006
20,0,9819,9,5,5,1967,1967,1,1,31,0,4,450,432,882,900,0,900,3,5,0,1970,280,0,0,2,2010
70,60,8730,8,6,7,1915,2003,2,5,0,0,2,0,698,698,698,698,1396,3,7,0,2003,384,0,0,7,2007
60,120,15611,0,8,5,2006,2006,0,0,0,3,2,0,1079,1079,1079,840,1919,3,8,2,2006,685,0,51,7,2006
190,55,5687,23,5,6,1912,2000,0,0,0,0,3,210,570,780,936,780,1716,6,9,0,0,0,0,184,3,2008
50,60,11409,15,5,4,1949,2008,2,5,0,0,6,292,476,768,1148,568,1716,3,8,2,1949,281,0,0,1,2009
60,0,16659,6,7,7,1977,1994,7,4,34,0,1,795,0,795,1468,795,2263,3,9,1,1977,539,0,250,3,2006
20,80,9600,11,6,5,1953,1953,3,3,238,0,0,1285,131,1416,1644,0,1644,3,7,2,1953,418,110,0,10,2009
80,37,7937,4,6,6,1984,1984,3,3,0,3,0,819,184,1003,1003,0,1003,3,6,0,1984,588,120,0,3,2006
50,75,13710,13,5,5,1950,1950,2,5,0,0,4,420,490,910,910,648,1558,4,6,0,1950,282,289,0,6,2007
60,66,7399,5,7,5,1997,1998,0,0,1600,0,4,649,326,975,975,975,1950,3,7,1,1997,576,0,10,6,2007
60,90,11700,6,6,6,1968,1968,3,12,365,0,1,384,143,702,1041,702,1743,3,7,2,1968,539,224,0,6,2007
20,80,14000,2,6,8,1950,2004,3,3,0,0,2,0,1092,1092,1152,0,1152,3,6,2,1950,300,0,36,8,2009
190,90,15750,2,5,5,1953,1953,1,1,56,2,4,841,324,1165,1336,0,1336,2,5,2,1953,375,0,0,6,2006
60,66,16226,0,8,5,1998,1999,0,0,0,0,0,281,747,1028,1210,1242,2452,4,9,1,1998,683,208,50,5,2007
20,118,13704,0,7,5,2001,2002,0,0,150,0,2,0,1541,1541,1541,0,1541,3,6,1,2001,843,468,81,1,2006
20,70,9800,0,5,7,1972,1972,0,0,0,0,1,894,0,894,894,0,894,3,5,0,1975,552,256,0,7,2006
75,87,18386,7,7,9,1880,2002,6,6,0,0,2,0,1470,1470,1675,1818,3493,3,10,4,2003,870,302,0,5,2008
20,80,10386,0,8,5,2004,2005,6,6,246,0,0,1464,536,2000,2000,0,2000,3,8,0,2004,888,168,0,7,2007
60,116,13474,12,7,5,1990,1991,3,4,246,0,1,700,0,700,1122,1121,2243,4,8,1,1990,746,127,44,6,2007
50,0,7920,13,6,7,1920,1950,1,1,0,0,2,0,319,319,1035,371,1406,3,6,0,0,0,0,144,3,2008
30,0,12342,15,4,5,1940,1950,0,0,0,0,4,262,599,861,861,0,861,1,4,0,1961,539,158,0,3,2009
20,90,12378,10,9,5,2003,2004,0,0,0,1,0,1274,622,1896,1944,0,1944,3,8,4,2003,708,208,175,11,2006
60,0,7685,17,6,5,1993,1994,3,3,112,0,1,518,179,697,697,804,1501,3,6,1,1993,420,190,63,5,2006
20,50,8000,11,6,6,1948,2002,0,0,0,0,1,680,292,972,972,0,972,2,5,2,1948,240,0,0,5,2009
190,65,7800,7,5,7,1939,1950,1,1,0,2,3,507,286,793,793,325,1118,3,5,2,1939,410,0,0,5,2006
20,150,215245,16,7,5,1965,1965,4,7,0,1,1,1236,80,2136,2036,0,2036,3,8,2,1965,513,0,0,6,2009
70,60,9600,7,7,7,1925,1990,2,5,0,0,6,16,712,728,832,809,1641,3,6,2,1925,546,0,0,8,2006
60,71,7795,17,7,5,2004,2005,0,0,0,0,0,425,291,716,716,716,1432,3,6,2,2004,432,100,51,7,2009
60,94,13005,6,7,7,1980,1980,6,6,278,0,0,692,153,845,1153,1200,2353,4,10,1,1983,484,288,195,8,2009
60,75,9000,5,8,5,2006,2006,0,0,0,3,2,0,1088,1088,1088,871,1959,3,8,2,2006,1025,208,46,12,2007
60,90,9900,3,7,5,1993,1993,3,3,256,1,0,987,360,1347,1372,1274,2646,4,9,1,1993,656,340,60,4,2009
80,0,14115,6,7,5,1980,1980,7,4,225,3,0,1036,336,1372,1472,0,1472,3,6,1,1980,588,233,48,6,2009
60,111,16259,10,9,5,2006,2006,0,0,370,3,2,0,1249,1249,1249,1347,2596,4,9,0,2006,840,240,154,9,2006
60,99,12099,10,8,5,2004,2004,0,0,388,3,0,970,166,1136,1136,1332,2468,4,10,2,2004,872,184,154,6,2007
60,86,10380,12,7,5,1986,1987,7,4,172,1,6,28,0,1502,1553,1177,2730,4,8,1,1987,576,201,96,8,2007
20,49,5820,7,3,8,1955,2005,0,0,0,0,1,256,906,1162,1163,0,1163,3,6,0,1955,220,142,98,7,2006
80,96,11275,11,7,7,1967,2007,2,5,300,0,2,0,710,710,1898,1080,2978,5,11,2,1961,564,240,0,6,2010
45,50,5000,13,5,6,1941,1950,1,1,0,3,4,116,604,720,803,0,803,2,5,0,1941,360,0,0,12,2007
120,32,10846,1,8,5,1993,1993,4,7,0,1,0,1619,100,1719,1719,0,1719,1,6,2,1993,473,122,30,5,2008
20,80,11600,11,6,5,1960,1960,2,5,175,0,3,565,818,1383,1383,0,1383,3,7,0,1960,292,0,45,4,2006
75,0,11888,8,6,6,1916,1994,2,2,0,0,2,0,844,844,1445,689,2134,5,10,0,1930,441,0,60,7,2009
70,60,6402,13,5,5,1920,1950,2,2,0,2,2,0,596,596,596,596,1192,3,6,0,1920,189,0,0,7,2009
90,0,10624,11,5,4,1964,1964,3,3,84,0,0,40,1424,1728,1728,0,1728,6,10,0,2002,352,155,0,11,2007
20,70,8176,11,5,6,1958,1992,2,5,0,0,3,846,210,1056,1056,0,1056,3,6,0,1958,308,0,0,8,2007
20,85,10655,10,8,5,2003,2004,0,0,296,0,0,1124,1603,3206,1629,0,1629,3,7,2,2003,880,0,0,10,2009
120,59,8198,10,7,5,2004,2004,0,0,146,3,0,720,638,1358,1358,0,1358,2,6,2,2004,484,192,30,7,2008
60,59,9042,17,6,5,1998,1998,0,0,0,1,0,828,115,943,943,695,1638,3,7,1,1998,472,100,38,7,2008
190,0,164660,16,5,6,1965,1965,7,4,0,1,1,1249,103,1499,1619,167,1786,3,7,2,1965,529,670,0,8,2008
20,86,14157,18,9,5,2005,2006,0,0,200,1,0,1249,673,1922,1922,0,1922,3,8,2,2005,676,178,51,7,2007
20,70,9135,0,7,5,2002,2003,0,0,113,3,0,810,726,1536,1536,0,1536,3,7,0,2002,532,192,74,12,2008
20,91,14145,6,7,7,1984,1998,2,5,0,2,1,213,995,1208,1621,0,1621,3,8,0,1984,440,108,45,5,2006
20,66,12400,11,6,7,1958,1998,2,5,176,0,3,585,630,1215,1215,0,1215,3,6,0,1958,297,0,0,6,2009
60,85,14191,16,8,5,2002,2002,0,0,0,0,2,0,967,967,993,915,1908,4,9,0,2002,431,135,0,4,2010
20,60,8400,12,4,4,1950,1950,2,9,0,0,2,0,721,721,841,0,841,2,4,0,1950,294,250,0,9,2009
90,0,8544,11,3,4,1949,1950,9,8,340,4,5,0,0,0,1040,0,1040,2,6,0,1949,400,0,0,5,2006
120,63,8849,10,9,5,2005,2005,1,1,616,0,0,28,1656,1684,1684,0,1684,2,6,4,2005,564,495,72,7,2008
160,36,2592,14,5,3,1976,1976,6,6,0,0,3,129,175,536,536,576,1112,3,4,0,1976,336,182,0,4,2010
50,65,6435,8,6,5,1939,1950,1,1,0,0,2,0,972,972,972,605,1577,3,6,2,1939,312,0,0,10,2006
20,0,12772,11,6,8,1960,1998,1,1,0,2,4,498,460,958,958,0,958,2,5,0,1960,301,0,0,4,2007
20,0,17600,11,6,5,1960,1960,2,5,30,0,4,1270,208,1478,1478,0,1478,3,6,2,1960,498,0,40,12,2009
160,36,2448,10,7,5,2003,2004,0,2,106,0,0,573,191,764,764,862,1626,2,6,0,2003,474,0,27,10,2008
60,56,20431,10,9,5,2005,2006,6,6,870,0,0,1410,438,1848,1848,880,2728,4,10,4,2006,706,0,0,4,2006
120,68,7820,10,9,5,2007,2007,1,1,362,0,2,0,1869,1869,1869,0,1869,2,6,2,2007,617,210,54,12,2007
120,0,5271,19,7,5,1986,1986,2,5,0,1,0,1082,371,1453,1453,0,1453,2,6,1,1986,445,0,80,12,2006
50,60,9084,15,5,6,1941,1950,0,0,0,2,6,236,0,616,616,495,1111,3,5,0,1941,200,48,0,3,2008
30,60,8520,7,6,8,1928,2003,0,0,0,0,2,0,624,624,720,0,720,2,5,0,2005,484,106,0,5,2010
50,60,8400,23,6,5,1940,2000,2,1,0,0,6,388,552,940,1192,403,1595,2,6,2,1940,240,0,0,6,2006
20,105,11249,0,6,5,1995,1995,0,0,0,0,1,334,322,1200,1200,0,1200,3,6,0,1995,521,0,26,8,2007
20,0,9248,17,6,6,1992,1992,3,3,106,0,0,560,598,1158,1167,0,1167,3,6,0,1992,400,120,26,7,2009
120,44,4224,14,5,5,1976,1976,6,6,0,0,1,874,268,1142,1142,0,1142,3,6,5,1976,528,536,90,8,2007
80,92,6930,19,5,4,1958,1958,2,11,120,3,4,300,468,1062,1352,0,1352,3,6,0,1958,288,168,0,7,2006
60,78,12011,3,8,5,1998,1998,0,0,530,3,0,956,130,1086,1086,838,1924,3,7,1,1998,592,208,75,6,2006
85,0,7540,4,6,6,1978,1978,0,0,0,3,0,773,115,888,912,0,912,2,5,1,1978,470,0,0,6,2007
50,0,9144,8,5,5,1940,1982,1,1,0,0,3,399,484,883,988,517,1505,3,8,0,1940,240,0,0,7,2008
85,64,7301,15,7,5,2003,2003,3,3,500,4,5,0,0,0,495,1427,1922,4,7,4,2003,672,0,0,7,2009
160,21,1680,22,6,8,1972,2007,3,3,510,0,1,162,321,483,483,504,987,2,5,0,1972,264,250,0,5,2009
60,0,18800,6,6,5,1976,1976,3,3,120,2,0,712,84,796,790,784,1574,3,6,1,1976,566,306,111,7,2006
70,59,10690,13,5,7,1920,1997,0,0,0,0,3,456,216,672,672,672,1344,3,6,0,1964,468,0,128,7,2009
20,0,9500,11,6,5,1963,1963,7,4,247,0,4,609,785,1394,1394,0,1394,3,6,2,1963,514,0,76,7,2009
80,101,9150,11,6,5,1962,1962,7,4,305,1,0,371,728,1099,1431,0,1431,3,6,2,1962,296,64,110,12,2008
20,78,7800,11,5,6,1954,1954,3,3,200,0,6,540,728,1268,1268,0,1268,2,7,2,1954,244,0,98,3,2010
20,0,9830,11,5,7,1959,2006,2,5,0,0,1,72,733,1063,1287,0,1287,3,7,2,1997,576,364,17,3,2010
60,0,8121,17,6,5,2000,2000,0,0,0,0,2,0,953,953,953,711,1664,3,7,1,2000,460,100,40,1,2006
50,80,17120,19,4,4,1959,1959,5,4,0,4,5,0,0,0,1120,468,1588,4,7,2,1991,680,0,59,7,2008
120,50,7175,12,6,5,1984,1984,7,4,0,0,1,623,0,744,752,0,752,2,4,0,1984,264,353,0,2,2010
20,79,10634,11,5,6,1953,1953,1,1,0,0,4,428,0,608,1319,0,1319,3,5,0,1953,270,66,0,11,2009
60,65,8200,0,7,5,2003,2004,0,0,0,0,2,0,847,847,847,1081,1928,4,8,2,2003,434,100,48,7,2007
30,0,10020,15,1,1,1922,1950,2,5,0,1,4,350,333,683,904,0,904,1,4,0,0,0,0,0,3,2009
85,57,8846,0,5,5,1996,1996,0,0,0,3,0,298,572,870,914,0,914,2,5,0,1998,576,0,0,7,2006
60,102,11143,5,8,5,2004,2005,6,6,0,0,2,0,1580,1580,1580,886,2466,4,8,2,2004,610,159,214,12,2007
20,88,11394,18,9,2,2010,2010,0,0,350,3,0,1445,411,1856,1856,0,1856,1,8,4,2010,834,113,0,6,2010
60,60,8123,17,6,5,2000,2000,0,0,16,0,2,0,982,982,1007,793,1800,3,7,1,2000,463,100,63,6,2009
50,50,5000,23,5,6,1924,1950,4,5,0,0,6,218,808,1026,1026,665,1691,3,6,2,1924,308,0,0,5,2010
20,60,7200,5,7,5,2006,2006,0,0,0,0,2,0,1293,1293,1301,0,1301,2,5,2,2006,572,216,121,8,2006
60,79,9245,0,7,5,2006,2006,0,0,0,3,2,0,939,939,939,858,1797,3,8,0,2006,639,144,53,4,2007
45,60,9000,12,6,3,1928,1950,2,5,0,0,2,0,784,784,784,0,784,2,5,0,1950,360,0,0,10,2009
60,0,53107,19,6,5,1992,1992,3,3,0,3,0,985,595,1580,1079,874,1953,3,9,3,1992,501,216,231,6,2007
120,43,3182,21,8,5,2004,2005,0,0,16,0,0,24,1232,1256,1269,0,1269,2,6,1,2004,430,146,20,4,2010
50,58,8410,15,5,3,1910,1996,2,0,0,0,2,0,658,658,658,526,1184,5,8,0,0,0,0,151,5,2006
80,72,7200,15,6,6,1976,1976,1,1,255,3,1,631,410,1041,1125,0,1125,3,6,3,1977,352,296,0,10,2009
20,93,9382,0,7,5,1999,2000,0,0,125,0,2,0,1468,1468,1479,0,1479,3,6,0,1999,577,120,25,7,2008
60,96,12474,10,10,5,2007,2008,0,0,272,3,0,1280,402,1682,1742,590,2332,3,9,4,2008,846,196,134,8,2008
50,50,8405,15,5,8,1900,1950,1,1,0,0,3,241,229,861,961,406,1367,4,7,0,1978,384,0,130,4,2008
60,71,12209,4,6,5,2001,2002,0,0,0,0,1,690,114,804,804,1157,1961,3,7,1,2001,560,125,192,6,2009
20,0,8339,11,5,7,1959,1959,1,1,0,4,5,0,0,0,882,0,882,3,5,0,1959,294,0,0,7,2007
30,0,7446,8,4,5,1941,1950,5,2,0,0,3,266,522,788,788,0,788,2,4,1,0,0,0,0,4,2006
50,60,10134,7,5,6,1940,1950,1,1,0,0,2,0,735,735,735,299,1034,2,5,0,1940,240,0,39,7,2007
20,68,9571,15,5,6,1956,1956,2,5,0,3,4,739,405,1144,1144,0,1144,3,6,0,1956,596,44,0,6,2010
20,60,7200,0,5,5,1972,1972,1,1,0,3,3,777,117,894,894,0,894,2,6,0,1985,600,215,0,9,2009
60,69,7590,11,5,5,1962,1962,0,0,288,0,1,540,324,864,876,936,1812,4,8,1,1962,264,0,168,7,2007
30,60,8967,13,5,2,1920,1950,1,1,0,0,2,0,961,961,1077,0,1077,2,6,0,1920,338,0,0,11,2007
60,65,8125,5,7,5,2006,2007,6,6,100,0,0,812,280,1092,1112,438,1550,2,7,0,2007,438,0,168,10,2009
120,38,14963,1,8,5,1996,1996,4,7,0,0,0,786,474,1260,1288,0,1288,1,4,2,1996,500,120,30,12,2008
20,65,8767,0,7,5,2005,2005,0,0,0,3,0,24,1286,1310,1310,0,1310,3,6,2,2005,400,0,0,7,2006
30,60,10200,9,5,8,1940,1997,2,5,0,0,2,0,672,672,672,0,672,2,4,0,1940,240,168,0,8,2008
60,93,12090,3,8,5,1998,1998,0,0,650,0,2,0,1141,1141,1165,1098,2263,4,10,1,1998,420,144,123,7,2006
60,0,10364,17,6,5,1995,1996,1,1,0,0,2,0,806,806,806,766,1572,3,7,1,1995,373,0,40,5,2007
20,0,9991,9,4,4,1976,1993,7,4,0,0,4,1116,165,1281,1620,0,1620,3,8,1,1993,490,120,78,6,2009
50,51,10480,23,6,5,1936,1950,1,1,0,0,2,0,1064,1064,1166,0,1639,3,6,0,1936,240,0,0,3,2008
70,63,15576,2,6,7,1915,1976,2,4,0,0,2,0,840,840,840,840,1680,4,8,0,1960,308,0,0,3,2008
60,109,14154,10,7,5,2006,2006,0,0,350,0,2,0,1063,1063,1071,1101,2172,3,9,2,2006,947,192,62,8,2007
60,85,10800,5,8,5,2007,2008,0,0,100,0,0,789,245,1034,1050,1028,2078,3,8,2,2008,836,0,102,4,2008
20,68,9571,15,5,3,1958,1958,10,10,0,0,2,0,1276,1276,1276,0,1276,3,5,0,1958,350,0,0,6,2009
190,100,34650,17,5,5,1955,1955,2,5,0,2,3,1056,0,1056,1056,0,1056,3,5,0,1955,572,264,0,1,2006
20,0,4403,5,7,5,2009,2009,1,1,432,3,0,578,892,1470,1478,0,1478,2,7,2,2009,484,0,144,6,2010
30,56,8960,7,5,6,1927,1950,5,2,0,0,2,0,1008,1008,1028,0,1028,2,5,2,1927,360,0,0,3,2010
60,59,11228,12,7,5,1993,1993,0,0,0,0,4,50,499,1080,1080,1017,2097,3,9,1,1993,678,196,187,12,2008
20,73,8899,17,7,5,2007,2007,0,0,0,3,0,24,1316,1340,1340,0,1340,3,6,0,2007,396,100,30,8,2007
60,74,7844,9,6,7,1978,1978,3,3,203,0,1,209,463,672,672,728,1400,3,6,1,1978,440,0,0,3,2006
70,86,22420,2,6,6,1918,1950,2,8,0,0,4,1128,242,1370,1370,1254,2624,4,10,2,1918,864,0,0,11,2007
50,60,8160,15,5,6,1940,1950,1,1,0,0,1,312,444,756,756,378,1134,3,7,0,1940,240,0,0,4,2007
20,65,8450,11,5,6,1968,1968,0,0,0,0,4,775,281,1056,1056,0,1056,3,6,3,1968,304,0,85,7,2010
90,78,7060,4,7,5,1997,1998,0,0,200,1,0,1309,35,1344,1344,0,1344,2,8,0,1997,784,0,0,11,2008
20,0,16635,6,6,7,1977,2000,6,6,126,0,1,1246,356,1602,1602,0,1602,3,8,1,1977,529,240,0,6,2009
20,100,21750,4,5,5,1954,1954,3,3,0,0,2,0,988,988,988,0,988,2,4,0,1954,520,0,0,2,2008
60,80,9200,3,8,5,1998,1998,0,0,473,0,0,986,484,1470,1470,1160,2630,4,8,1,1998,696,0,66,6,2008
20,72,9000,11,6,5,1956,1956,2,5,74,0,6,616,580,1196,1196,0,1196,2,6,2,1956,297,0,44,5,2008
60,60,3378,7,7,8,1946,1992,3,3,0,0,2,0,651,651,707,682,1389,3,6,2,1947,240,0,0,9,2009
80,0,12800,12,7,5,1989,1989,2,5,145,1,0,1518,0,1518,1644,0,1644,2,5,1,1989,569,80,0,8,2009
20,77,8593,11,4,6,1957,1957,1,1,0,0,3,288,619,907,907,0,907,3,5,0,1964,352,0,0,7,2008
20,64,6762,0,7,5,2007,2007,0,0,108,0,0,664,544,1208,1208,0,1208,2,6,0,2007,628,105,54,9,2007
20,130,11457,16,6,5,1988,1988,3,3,0,2,0,1005,387,1392,1412,0,1412,3,6,1,1988,576,0,0,3,2009
160,21,1680,22,6,5,1971,1971,3,3,232,0,1,387,96,483,483,504,987,2,4,0,1971,264,0,0,7,2008
